,critic_name,top_critic,critic_publication,review_icon,review_quote,review_link,date_published,season,language,pos_tag,wordnet_pos,review_quote_processed
196,Sankhayan Ghosh,False,Film Companion,fresh,"['bob', 'odenkirk', 'mix', 'nervous', 'energy', 'goofball', 'antics', 'fantastic', 'usual', 'rhea', 'seehorn', ""'s"", 'performance', 'revelation']",https://www.filmcompanion.in/better-call-saul-season-5-review-bob-odenkirk-netflix-breaking-bad/,"Mar 26, 2020",5,en,"[('bob', 'NN'), ('odenkirk', 'JJ'), ('mix', 'NN'), ('nervous', 'JJ'), ('energy', 'NN'), ('goofball', 'NN'), ('antics', 'NNS'), ('fantastic', 'JJ'), ('usual', 'JJ'), ('rhea', 'NN'), ('seehorn', 'NN'), (""'s"", 'POS'), ('performance', 'NN'), ('revelation', 'NN')]","[('bob', 'n'), ('odenkirk', 'a'), ('mix', 'n'), ('nervous', 'a'), ('energy', 'n'), ('goofball', 'n'), ('antics', 'n'), ('fantastic', 'a'), ('usual', 'a'), ('rhea', 'n'), ('seehorn', 'n'), (""'s"", 'n'), ('performance', 'n'), ('revelation', 'n')]",bob odenkirk mix nervous energy goofball antic fantastic usual rhea seehorn 's performance revelation
197,Alan French,False,AwardsCircuit.com,fresh,"['every', 'episode', 'flies', 'unique', 'blend', 'character', 'development', 'action', 'sequences', 'dual', 'storylines', 'remain', 'endlessly', 'entertaining']",https://www.awardscircuit.com/tv-review-better-call-saul/,"Mar 21, 2020",5,en,"[('every', 'DT'), ('episode', 'NN'), ('flies', 'VBZ'), ('unique', 'JJ'), ('blend', 'VBP'), ('character', 'NN'), ('development', 'NN'), ('action', 'NN'), ('sequences', 'NNS'), ('dual', 'JJ'), ('storylines', 'NNS'), ('remain', 'VBP'), ('endlessly', 'RB'), ('entertaining', 'JJ')]","[('every', 'n'), ('episode', 'n'), ('flies', 'v'), ('unique', 'a'), ('blend', 'v'), ('character', 'n'), ('development', 'n'), ('action', 'n'), ('sequences', 'n'), ('dual', 'a'), ('storylines', 'n'), ('remain', 'v'), ('endlessly', 'r'), ('entertaining', 'a')]",every episode fly unique blend character development action sequence dual storyline remain endlessly entertaining
198,Euan Ferguson,False,Observer (UK),fresh,"['better', 'call', 'saul', 'continues', 'consistently', 'underrated', 'best', 'thing', 'netflix', 'since', 'start', 'penultimate', 'series', 'weeks', 'ago', 'bowling', 'along', 'slow', 'unstoppable', 'momentum']",https://www.theguardian.com/tv-and-radio/2020/mar/15/breeders-tv-review-the-trouble-with-maggie-cole-child-of-our-time-better-call-saul,"Mar 16, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('continues', 'VBZ'), ('consistently', 'RB'), ('underrated', 'JJ'), ('best', 'JJS'), ('thing', 'NN'), ('netflix', 'NN'), ('since', 'IN'), ('start', 'NN'), ('penultimate', 'NN'), ('series', 'NN'), ('weeks', 'NNS'), ('ago', 'IN'), ('bowling', 'VBG'), ('along', 'RB'), ('slow', 'JJ'), ('unstoppable', 'JJ'), ('momentum', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('continues', 'v'), ('consistently', 'r'), ('underrated', 'a'), ('best', 'a'), ('thing', 'n'), ('netflix', 'n'), ('since', 'n'), ('start', 'n'), ('penultimate', 'n'), ('series', 'n'), ('weeks', 'n'), ('ago', 'n'), ('bowling', 'v'), ('along', 'r'), ('slow', 'a'), ('unstoppable', 'a'), ('momentum', 'n')]",well call saul continue consistently underrated best thing netflix since start penultimate series week ago bowl along slow unstoppable momentum
199,John Boland,False,Irish Independent,fresh,"['kim', ""'s"", 'concerns', 'disturbing', 'new', 'jimmy', 'captured', 'seehorn', ""'s"", 'nuanced', 'subtle', 'affecting', 'playing']",https://www.independent.ie/entertainment/television/tv-reviews/john-bolands-week-in-tv-rhea-seehorn-is-beating-heart-of-unbeatable-better-call-saul-38997389.html,"Mar 2, 2020",5,en,"[('kim', 'NN'), (""'s"", 'POS'), ('concerns', 'NNS'), ('disturbing', 'VBG'), ('new', 'JJ'), ('jimmy', 'NN'), ('captured', 'VBD'), ('seehorn', 'NN'), (""'s"", 'POS'), ('nuanced', 'JJ'), ('subtle', 'JJ'), ('affecting', 'VBG'), ('playing', 'NN')]","[('kim', 'n'), (""'s"", 'n'), ('concerns', 'n'), ('disturbing', 'v'), ('new', 'a'), ('jimmy', 'n'), ('captured', 'v'), ('seehorn', 'n'), (""'s"", 'n'), ('nuanced', 'a'), ('subtle', 'a'), ('affecting', 'v'), ('playing', 'n')]",kim 's concern disturb new jimmy capture seehorn 's nuanced subtle affect playing
200,Hugo Rifkind,True,Times (UK),fresh,"['less', 'cartoony', 'schlocky', 'bb', 'altogether', 'deeper', 'slower', 'cleverer']",https://www.thetimes.co.uk/article/the-windsors-review-im-not-quite-convinced-that-the-royals-deserve-this-parody-nz0skn7t7,"Mar 2, 2020",5,en,"[('less', 'RBR'), ('cartoony', 'JJ'), ('schlocky', 'JJ'), ('bb', 'NN'), ('altogether', 'RB'), ('deeper', 'JJR'), ('slower', 'JJR'), ('cleverer', 'NN')]","[('less', 'r'), ('cartoony', 'a'), ('schlocky', 'a'), ('bb', 'n'), ('altogether', 'r'), ('deeper', 'a'), ('slower', 'a'), ('cleverer', 'n')]",less cartoony schlocky bb altogether deep slow cleverer
201,Alci Rengifo,False,Entertainment Voice,fresh,"['style', '``', 'better', 'call', 'saul', ""''"", 'remains', 'consistent', 'eschews', 'fast', 'action', 'patient', 'almost', 'meditative', 'scenes', 'driven', 'pure', 'dialogue', 'tension']",http://entertainmentvoice.com/2020/02/24/better-call-saul-season-5-begins-its-sagas-dark-endgame/,"Feb 28, 2020",5,en,"[('style', 'NN'), ('``', '``'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), (""''"", ""''""), ('remains', 'VBZ'), ('consistent', 'JJ'), ('eschews', 'NNS'), ('fast', 'JJ'), ('action', 'NN'), ('patient', 'NN'), ('almost', 'RB'), ('meditative', 'JJ'), ('scenes', 'NNS'), ('driven', 'VBN'), ('pure', 'JJ'), ('dialogue', 'NN'), ('tension', 'NN')]","[('style', 'n'), ('``', 'n'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), (""''"", 'n'), ('remains', 'v'), ('consistent', 'a'), ('eschews', 'n'), ('fast', 'a'), ('action', 'n'), ('patient', 'n'), ('almost', 'r'), ('meditative', 'a'), ('scenes', 'n'), ('driven', 'v'), ('pure', 'a'), ('dialogue', 'n'), ('tension', 'n')]",style `` good call saul '' remain consistent eschews fast action patient almost meditative scene drive pure dialogue tension
202,Rob Owen,False,Pittsburgh Post-Gazette,fresh,"['``', 'breaking', 'bad', ""''"", 'prequel', 'series', 'completely', 'stands', 'character-driven', 'thriller', 'returns', 'extended', 'absence', '10-episode', 'fifth', 'season', 'excellent', 'always']",http://communityvoices.post-gazette.com/arts-entertainment-living/tuned-in/item/41674-better-than-ever-better-call-saul-returns-on-amc,"Feb 26, 2020",5,en,"[('``', '``'), ('breaking', 'NN'), ('bad', 'JJ'), (""''"", ""''""), ('prequel', 'NN'), ('series', 'NN'), ('completely', 'RB'), ('stands', 'VBZ'), ('character-driven', 'JJ'), ('thriller', 'NN'), ('returns', 'NNS'), ('extended', 'VBD'), ('absence', 'NN'), ('10-episode', 'JJ'), ('fifth', 'NN'), ('season', 'NN'), ('excellent', 'NN'), ('always', 'RB')]","[('``', 'n'), ('breaking', 'n'), ('bad', 'a'), (""''"", 'n'), ('prequel', 'n'), ('series', 'n'), ('completely', 'r'), ('stands', 'v'), ('character-driven', 'a'), ('thriller', 'n'), ('returns', 'n'), ('extended', 'v'), ('absence', 'n'), ('10-episode', 'a'), ('fifth', 'n'), ('season', 'n'), ('excellent', 'n'), ('always', 'r')]",`` breaking bad '' prequel series completely stand character-driven thriller return extend absence 10-episode fifth season excellent always
203,Joshua Rivera,False,The Verge,fresh,"['better', 'call', 'saul', ""'s"", 'downward', 'slide', 'feel', 'vital', 'relevant', 'perhaps', 'tragic']",https://www.theverge.com/2020/2/25/21153114/better-call-saul-season-5-review-amc-breaking-bad,"Feb 26, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), (""'s"", 'POS'), ('downward', 'JJ'), ('slide', 'NN'), ('feel', 'NN'), ('vital', 'JJ'), ('relevant', 'JJ'), ('perhaps', 'RB'), ('tragic', 'JJ')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), (""'s"", 'n'), ('downward', 'a'), ('slide', 'n'), ('feel', 'n'), ('vital', 'a'), ('relevant', 'a'), ('perhaps', 'r'), ('tragic', 'a')]",well call saul 's downward slide feel vital relevant perhaps tragic
204,Mikel Zorrilla,False,Espinof,fresh,"['first', 'two', 'chapters', 'fifth', 'season', 'great', 'reminder', 'series', 'today', 'play', 'league', 'full', 'review', 'spanish']",https://www.espinof.com/criticas/better-call-saul-confirma-su-estupenda-temporada-5-que-mejores-series-actualidad,"Feb 25, 2020",5,en,"[('first', 'RB'), ('two', 'CD'), ('chapters', 'NNS'), ('fifth', 'VBP'), ('season', 'NN'), ('great', 'JJ'), ('reminder', 'NN'), ('series', 'NN'), ('today', 'NN'), ('play', 'VBP'), ('league', 'CC'), ('full', 'JJ'), ('review', 'NN'), ('spanish', 'JJ')]","[('first', 'r'), ('two', 'n'), ('chapters', 'n'), ('fifth', 'v'), ('season', 'n'), ('great', 'a'), ('reminder', 'n'), ('series', 'n'), ('today', 'n'), ('play', 'v'), ('league', 'n'), ('full', 'a'), ('review', 'n'), ('spanish', 'a')]",first two chapter fifth season great reminder series today play league full review spanish
205,Alastair McKay,True,London Evening Standard,fresh,"['saul', 'profession', 'poster', 'boy', 'getting', 'away', 'things', 'beauty', 'character', 'way', 'defined', 'haplessness']",https://www.standard.co.uk/stayingin/tvfilm/better-call-saul-review-netflix-a4371001.html,"Feb 25, 2020",5,en,"[('saul', 'JJ'), ('profession', 'NN'), ('poster', 'NN'), ('boy', 'IN'), ('getting', 'VBG'), ('away', 'RB'), ('things', 'NNS'), ('beauty', 'VBP'), ('character', 'JJ'), ('way', 'NN'), ('defined', 'VBD'), ('haplessness', 'NN')]","[('saul', 'a'), ('profession', 'n'), ('poster', 'n'), ('boy', 'n'), ('getting', 'v'), ('away', 'r'), ('things', 'n'), ('beauty', 'v'), ('character', 'a'), ('way', 'n'), ('defined', 'v'), ('haplessness', 'n')]",saul profession poster boy get away thing beauty character way define haplessness
206,Jen Chaney,True,New York Magazine/Vulture,fresh,"['like', 'much', 'else', 'season', 'better', 'call', 'saul', 'makes', 'watching', 'consistently', 'nerve-wracking', 'experience', 'usual', 'best', 'albeit', 'still', 'anxiety-provoking', 'way']",https://www.vulture.com/2020/02/better-call-saul-season-5-review.html,"Feb 24, 2020",5,en,"[('like', 'IN'), ('much', 'JJ'), ('else', 'RB'), ('season', 'NN'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('makes', 'VBZ'), ('watching', 'VBG'), ('consistently', 'RB'), ('nerve-wracking', 'JJ'), ('experience', 'NN'), ('usual', 'JJ'), ('best', 'RBS'), ('albeit', 'NN'), ('still', 'RB'), ('anxiety-provoking', 'JJ'), ('way', 'NN')]","[('like', 'n'), ('much', 'a'), ('else', 'r'), ('season', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('makes', 'v'), ('watching', 'v'), ('consistently', 'r'), ('nerve-wracking', 'a'), ('experience', 'n'), ('usual', 'a'), ('best', 'r'), ('albeit', 'n'), ('still', 'r'), ('anxiety-provoking', 'a'), ('way', 'n')]",like much else season well call saul make watch consistently nerve-wracking experience usual best albeit still anxiety-provoking way
207,Mark Dawidziak,False,Cleveland Plain Dealer,fresh,"['one', 'best', 'shows', 'kind', 'anywhere', 'television']",https://www.cleveland.com/entertainment/2020/02/better-call-saul-still-one-of-tvs-best-shows-as-fifth-season-proves.html,"Feb 24, 2020",5,en,"[('one', 'CD'), ('best', 'JJS'), ('shows', 'VBZ'), ('kind', 'NN'), ('anywhere', 'JJ'), ('television', 'NN')]","[('one', 'n'), ('best', 'a'), ('shows', 'v'), ('kind', 'n'), ('anywhere', 'a'), ('television', 'n')]",one best show kind anywhere television
208,Taylor Antrim,False,Vogue,fresh,"['tribute', 'gilligan', 'gould', ""'s"", 'talent', 'quiet', 'methodical', 'storytelling', 'took', 'time', 'proving', 'skeptics', 'wrong']",https://www.vogue.com/article/better-call-saul-season-5-review,"Feb 24, 2020",5,en,"[('tribute', 'NN'), ('gilligan', 'NN'), ('gould', 'NN'), (""'s"", 'POS'), ('talent', 'NN'), ('quiet', 'JJ'), ('methodical', 'JJ'), ('storytelling', 'VBG'), ('took', 'VBD'), ('time', 'NN'), ('proving', 'VBG'), ('skeptics', 'NNS'), ('wrong', 'JJ')]","[('tribute', 'n'), ('gilligan', 'n'), ('gould', 'n'), (""'s"", 'n'), ('talent', 'n'), ('quiet', 'a'), ('methodical', 'a'), ('storytelling', 'v'), ('took', 'v'), ('time', 'n'), ('proving', 'v'), ('skeptics', 'n'), ('wrong', 'a')]",tribute gilligan gould 's talent quiet methodical storytelling take time prove skeptic wrong
209,Andrew Bloom,False,Consequence,fresh,"['treat', 'see', 'real', 'saul', 'goodman', 'back', 'action', 'also', 'sad']",https://consequenceofsound.net/2020/02/tv-review-better-call-saul-season-5/,"Feb 24, 2020",5,en,"[('treat', 'NN'), ('see', 'VB'), ('real', 'JJ'), ('saul', 'NN'), ('goodman', 'NN'), ('back', 'RP'), ('action', 'NN'), ('also', 'RB'), ('sad', 'JJ')]","[('treat', 'n'), ('see', 'v'), ('real', 'a'), ('saul', 'n'), ('goodman', 'n'), ('back', 'r'), ('action', 'n'), ('also', 'r'), ('sad', 'a')]",treat see real saul goodman back action also sad
210,Alex Maidy,False,JoBlo's Movie Network,fresh,"['much', 'like', 'walter', 'white', ""'s"", 'transformation', 'vibrant', 'dark', 'series', 'gives', 'us', 'jimmy', ""'s"", 'nondescript', 'muted', 'suits', 'blooming', 'vibrant', 'top', 'persona', 'waiting', 'see']",https://www.joblo.com/movie-news/tv-review-better-call-saul-season-5,"Feb 24, 2020",5,en,"[('much', 'JJ'), ('like', 'IN'), ('walter', 'JJR'), ('white', 'JJ'), (""'s"", 'POS'), ('transformation', 'NN'), ('vibrant', 'NN'), ('dark', 'JJ'), ('series', 'NN'), ('gives', 'VBZ'), ('us', 'PRP'), ('jimmy', 'NN'), (""'s"", 'POS'), ('nondescript', 'NN'), ('muted', 'VBD'), ('suits', 'NNS'), ('blooming', 'VBG'), ('vibrant', 'JJ'), ('top', 'JJ'), ('persona', 'NN'), ('waiting', 'VBG'), ('see', 'NN')]","[('much', 'a'), ('like', 'n'), ('walter', 'a'), ('white', 'a'), (""'s"", 'n'), ('transformation', 'n'), ('vibrant', 'n'), ('dark', 'a'), ('series', 'n'), ('gives', 'v'), ('us', 'n'), ('jimmy', 'n'), (""'s"", 'n'), ('nondescript', 'n'), ('muted', 'v'), ('suits', 'n'), ('blooming', 'v'), ('vibrant', 'a'), ('top', 'a'), ('persona', 'n'), ('waiting', 'v'), ('see', 'n')]",much like walter white 's transformation vibrant dark series give u jimmy 's nondescript mute suit bloom vibrant top persona wait see
211,Eric Deggans,True,NPR,fresh,"['new', 'season', 'proves', '``', 'better', 'call', 'saul', ""''"", 'remains', 'one', 'finest', 'shows', 'television', 'visually', 'ambitious', 'storytelling', 'used', 'depict', 'complex', 'characters', 'headed', 'tragic', 'end']",https://www.npr.org/2020/02/21/808016614/review-season-5-begins-friday-for-better-call-saul,"Feb 24, 2020",5,en,"[('new', 'JJ'), ('season', 'NN'), ('proves', 'VBZ'), ('``', '``'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), (""''"", ""''""), ('remains', 'VBZ'), ('one', 'CD'), ('finest', 'NN'), ('shows', 'VBZ'), ('television', 'NN'), ('visually', 'RB'), ('ambitious', 'JJ'), ('storytelling', 'VBG'), ('used', 'JJ'), ('depict', 'NN'), ('complex', 'JJ'), ('characters', 'NNS'), ('headed', 'VBD'), ('tragic', 'JJ'), ('end', 'NN')]","[('new', 'a'), ('season', 'n'), ('proves', 'v'), ('``', 'n'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), (""''"", 'n'), ('remains', 'v'), ('one', 'n'), ('finest', 'n'), ('shows', 'v'), ('television', 'n'), ('visually', 'r'), ('ambitious', 'a'), ('storytelling', 'v'), ('used', 'a'), ('depict', 'n'), ('complex', 'a'), ('characters', 'n'), ('headed', 'v'), ('tragic', 'a'), ('end', 'n')]",new season prove `` good call saul '' remain one finest show television visually ambitious storytelling used depict complex character head tragic end
212,Dan Fienberg,True,Hollywood Reporter,fresh,"['writers', 'always', 'known', 'position', 'personal', 'choices', 'make', 'sympathetic', 'episodes', 'especially', 'underlined', 'nacho', 'almost', 'intersection', 'lalo', 'gus', 'polar', 'personalities']",https://www.hollywoodreporter.com/review/better-call-saul-review-1280467,"Feb 24, 2020",5,en,"[('writers', 'NNS'), ('always', 'RB'), ('known', 'VBN'), ('position', 'NN'), ('personal', 'JJ'), ('choices', 'NNS'), ('make', 'VBP'), ('sympathetic', 'JJ'), ('episodes', 'NNS'), ('especially', 'RB'), ('underlined', 'JJ'), ('nacho', 'JJ'), ('almost', 'RB'), ('intersection', 'NN'), ('lalo', 'JJ'), ('gus', 'NN'), ('polar', 'JJ'), ('personalities', 'NNS')]","[('writers', 'n'), ('always', 'r'), ('known', 'v'), ('position', 'n'), ('personal', 'a'), ('choices', 'n'), ('make', 'v'), ('sympathetic', 'a'), ('episodes', 'n'), ('especially', 'r'), ('underlined', 'a'), ('nacho', 'a'), ('almost', 'r'), ('intersection', 'n'), ('lalo', 'a'), ('gus', 'n'), ('polar', 'a'), ('personalities', 'n')]",writer always know position personal choice make sympathetic episode especially underlined nacho almost intersection lalo gu polar personality
213,Mike Hale,True,New York Times,fresh,"['season', '5', 'best', 'thing', '``', 'better', 'call', 'saul', ""''"", 'still', 'minimalism', 'quiet', 'spaces', 'willingness', 'linger', 'details', 'like', 'frazzled', 'prosecutor', ""'s"", 'struggle', 'get', 'bag', 'chips', 'courthouse', 'vending', 'machine']",https://www.nytimes.com/2020/02/21/arts/television/better-call-saul-review.html,"Feb 24, 2020",5,en,"[('season', 'NN'), ('5', 'CD'), ('best', 'JJS'), ('thing', 'NN'), ('``', '``'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), (""''"", ""''""), ('still', 'RB'), ('minimalism', 'VBZ'), ('quiet', 'JJ'), ('spaces', 'NNS'), ('willingness', 'NN'), ('linger', 'JJR'), ('details', 'NNS'), ('like', 'IN'), ('frazzled', 'JJ'), ('prosecutor', 'NN'), (""'s"", 'POS'), ('struggle', 'NN'), ('get', 'NN'), ('bag', 'JJ'), ('chips', 'NNS'), ('courthouse', 'VBP'), ('vending', 'VBG'), ('machine', 'NN')]","[('season', 'n'), ('5', 'n'), ('best', 'a'), ('thing', 'n'), ('``', 'n'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), (""''"", 'n'), ('still', 'r'), ('minimalism', 'v'), ('quiet', 'a'), ('spaces', 'n'), ('willingness', 'n'), ('linger', 'a'), ('details', 'n'), ('like', 'n'), ('frazzled', 'a'), ('prosecutor', 'n'), (""'s"", 'n'), ('struggle', 'n'), ('get', 'n'), ('bag', 'a'), ('chips', 'n'), ('courthouse', 'v'), ('vending', 'v'), ('machine', 'n')]",season 5 best thing `` good call saul '' still minimalism quiet space willingness linger detail like frazzled prosecutor 's struggle get bag chip courthouse vend machine
214,Ben Travers,True,indieWire,fresh,"['consistently', 'astonishing', 'formal', 'touches', 'combine', 'create', 'value', 'outweighs', 'pain', 'yes', '``', 'better', 'call', 'saul', ""''"", 'double-edged', 'sword', 'reward', 'loss', 'sad', 'watch', 'invested', 'look', 'away']",https://www.indiewire.com/2020/02/better-call-saul-review-season-5-1202212194/,"Feb 21, 2020",5,en,"[('consistently', 'RB'), ('astonishing', 'VBG'), ('formal', 'JJ'), ('touches', 'NNS'), ('combine', 'VBP'), ('create', 'JJ'), ('value', 'NN'), ('outweighs', 'VBZ'), ('pain', 'VB'), ('yes', 'IN'), ('``', '``'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), (""''"", ""''""), ('double-edged', 'JJ'), ('sword', 'NN'), ('reward', 'NN'), ('loss', 'NN'), ('sad', 'JJ'), ('watch', 'NN'), ('invested', 'VBD'), ('look', 'CD'), ('away', 'RB')]","[('consistently', 'r'), ('astonishing', 'v'), ('formal', 'a'), ('touches', 'n'), ('combine', 'v'), ('create', 'a'), ('value', 'n'), ('outweighs', 'v'), ('pain', 'v'), ('yes', 'n'), ('``', 'n'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), (""''"", 'n'), ('double-edged', 'a'), ('sword', 'n'), ('reward', 'n'), ('loss', 'n'), ('sad', 'a'), ('watch', 'n'), ('invested', 'v'), ('look', 'n'), ('away', 'r')]",consistently astonish formal touch combine create value outweigh pain yes `` good call saul '' double-edged sword reward loss sad watch invest look away
215,Brian Lowry,True,CNN.com,fresh,"['although', 'prequel', 'running', 'room', 'amc', 'drama', 'continues', 'achieve', 'dazzling', 'balancing', 'act', 'building', 'toward', 'ending', 'ways', 'beginning']",https://www.cnn.com/2020/02/21/entertainment/better-call-saul-review/index.html,"Feb 21, 2020",5,en,"[('although', 'IN'), ('prequel', 'NN'), ('running', 'VBG'), ('room', 'NN'), ('amc', 'NN'), ('drama', 'NN'), ('continues', 'VBZ'), ('achieve', 'VBP'), ('dazzling', 'VBG'), ('balancing', 'VBG'), ('act', 'NN'), ('building', 'VBG'), ('toward', 'IN'), ('ending', 'VBG'), ('ways', 'NNS'), ('beginning', 'VBG')]","[('although', 'n'), ('prequel', 'n'), ('running', 'v'), ('room', 'n'), ('amc', 'n'), ('drama', 'n'), ('continues', 'v'), ('achieve', 'v'), ('dazzling', 'v'), ('balancing', 'v'), ('act', 'n'), ('building', 'v'), ('toward', 'n'), ('ending', 'v'), ('ways', 'n'), ('beginning', 'v')]",although prequel run room amc drama continue achieve dazzle balance act build toward end way begin
216,Kristi Turnquist,False,Oregonian,fresh,"['based', 'first', 'four', 'episodes', 'available', 'preview', 'confidence', 'sense', 'forward', 'motion', 'dynamic', 'satisfying']",https://www.oregonlive.com/entertainment/2020/02/better-call-saul-season-5-jimmys-slide-into-saul-goodman-sleaze-promises-the-best-season-yet-review.html,"Feb 20, 2020",5,en,"[('based', 'VBN'), ('first', 'RB'), ('four', 'CD'), ('episodes', 'NNS'), ('available', 'JJ'), ('preview', 'NN'), ('confidence', 'NN'), ('sense', 'NN'), ('forward', 'RB'), ('motion', 'NN'), ('dynamic', 'JJ'), ('satisfying', 'NN')]","[('based', 'v'), ('first', 'r'), ('four', 'n'), ('episodes', 'n'), ('available', 'a'), ('preview', 'n'), ('confidence', 'n'), ('sense', 'n'), ('forward', 'r'), ('motion', 'n'), ('dynamic', 'a'), ('satisfying', 'n')]",base first four episode available preview confidence sense forward motion dynamic satisfying
217,Brad Newsome,True,Sydney Morning Herald,fresh,"['better', 'call', 'saul', 'returns', 'loads', 'color', 'swagger', 'pitch-black', 'humor']",https://www.smh.com.au/culture/tv-and-radio/new-jukebox-musical-dramedy-won-t-top-any-charts-but-it-s-a-bit-of-fun-20200217-p541hj.html,"Feb 19, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('returns', 'NNS'), ('loads', 'VBZ'), ('color', 'NN'), ('swagger', 'NN'), ('pitch-black', 'NN'), ('humor', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('returns', 'n'), ('loads', 'v'), ('color', 'n'), ('swagger', 'n'), ('pitch-black', 'n'), ('humor', 'n')]",well call saul return load color swagger pitch-black humor
218,Verne Gay,True,Newsday,fresh,"['best', 'show', 'tv', 'remains', 'emphatically', 'best']",https://www.newsday.com/entertainment/tv/better-call-saul-review-1.41945212,"Feb 18, 2020",5,en,"[('best', 'JJS'), ('show', 'NN'), ('tv', 'NN'), ('remains', 'VBZ'), ('emphatically', 'RB'), ('best', 'RBS')]","[('best', 'a'), ('show', 'n'), ('tv', 'n'), ('remains', 'v'), ('emphatically', 'r'), ('best', 'r')]",best show tv remain emphatically best
219,Norman Wilner,False,NOW Toronto,fresh,"['gould', 'gilligan', 'turned', 'better', 'call', 'saul', 'gripping', 'meditation', 'character', 'destiny', 'odenkirk', 'found', 'leading', 'man', 'nearly', 'compelling', 'complex', 'bryan', 'cranston', 'wears', 'louder', 'shirts']",https://nowtoronto.com/movies/reviews/better-call-saul-season-5-bob-odenkirk/,"Feb 18, 2020",5,en,"[('gould', 'NN'), ('gilligan', 'NN'), ('turned', 'VBD'), ('better', 'JJR'), ('call', 'NN'), ('saul', 'NN'), ('gripping', 'VBG'), ('meditation', 'NN'), ('character', 'NN'), ('destiny', 'NN'), ('odenkirk', 'NN'), ('found', 'VBD'), ('leading', 'VBG'), ('man', 'NN'), ('nearly', 'RB'), ('compelling', 'VBG'), ('complex', 'JJ'), ('bryan', 'JJ'), ('cranston', 'NN'), ('wears', 'NNS'), ('louder', 'VBP'), ('shirts', 'NNS')]","[('gould', 'n'), ('gilligan', 'n'), ('turned', 'v'), ('better', 'a'), ('call', 'n'), ('saul', 'n'), ('gripping', 'v'), ('meditation', 'n'), ('character', 'n'), ('destiny', 'n'), ('odenkirk', 'n'), ('found', 'v'), ('leading', 'v'), ('man', 'n'), ('nearly', 'r'), ('compelling', 'v'), ('complex', 'a'), ('bryan', 'a'), ('cranston', 'n'), ('wears', 'n'), ('louder', 'v'), ('shirts', 'n')]",gould gilligan turn good call saul grip meditation character destiny odenkirk find lead man nearly compel complex bryan cranston wear louder shirt
220,Darren Franich,True,Entertainment Weekly,fresh,"['better', 'call', 'saul', 'like', 'proverbial', 'dropped', 'dessert', 'flavorful', 'chilling', 'colorful', 'sweetness', 'melting', 'devoured', 'unforgiving', 'desert', 'sun']",https://ew.com/tv-reviews/2020/02/17/better-call-saul-season-5-review/,"Feb 18, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('like', 'IN'), ('proverbial', 'JJ'), ('dropped', 'VBD'), ('dessert', 'JJ'), ('flavorful', 'JJ'), ('chilling', 'VBG'), ('colorful', 'JJ'), ('sweetness', 'NN'), ('melting', 'NN'), ('devoured', 'VBD'), ('unforgiving', 'JJ'), ('desert', 'NN'), ('sun', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('like', 'n'), ('proverbial', 'a'), ('dropped', 'v'), ('dessert', 'a'), ('flavorful', 'a'), ('chilling', 'v'), ('colorful', 'a'), ('sweetness', 'n'), ('melting', 'n'), ('devoured', 'v'), ('unforgiving', 'a'), ('desert', 'n'), ('sun', 'n')]",well call saul like proverbial drop dessert flavorful chill colorful sweetness melting devour unforgiving desert sun
221,Tim Appelo,False,AARP Movies for Grownups,fresh,"['fan', 'going', 'love', 'season']",https://www.aarp.org/entertainment/television/info-2019/what-to-watch-on-tv.html?intcmp=AE-ENT-BB,"Feb 18, 2020",5,en,"[('fan', 'NN'), ('going', 'VBG'), ('love', 'IN'), ('season', 'NN')]","[('fan', 'n'), ('going', 'v'), ('love', 'n'), ('season', 'n')]",fan go love season
